sample_no	letter	author	authenticity	particle	part_of_speech	position_from_start	position_from_end	left_neighbor	left_neighbor_pos	right_neighbor	right_neighbor_pos	pip	pip_position	fip	fip_position	sentence
81	76	Paul	P3	καί	conjunction	18	19	αὐτοῦ	personal pronoun	τὴν	article	νεκρούς,	13	αὐτοῦ·	21	⸀Διαμαρτύρομαι ἐνώπιον τοῦ θεοῦ καὶ ⸂Χριστοῦ Ἰησοῦ⸃, τοῦ μέλλοντος κρίνειν ζῶντας καὶ νεκρούς, ⸀καὶ τὴν ἐπιφάνειαν αὐτοῦ καὶ τὴν βασιλείαν αὐτοῦ· κήρυξον τὸν λόγον, ἐπίστηθι εὐκαίρως ἀκαίρως, ἔλεγξον, ἐπιτίμησον, παρακάλεσον, ἐν πάσῃ μακροθυμίᾳ καὶ διδαχῇ.
82	76	Paul	P3	καί	conjunction	34	3	μακροθυμίᾳ	noun	διδαχῇ.	noun	παρακάλεσον,	30	null	0	⸀Διαμαρτύρομαι ἐνώπιον τοῦ θεοῦ καὶ ⸂Χριστοῦ Ἰησοῦ⸃, τοῦ μέλλοντος κρίνειν ζῶντας καὶ νεκρούς, ⸀καὶ τὴν ἐπιφάνειαν αὐτοῦ καὶ τὴν βασιλείαν αὐτοῦ· κήρυξον τὸν λόγον, ἐπίστηθι εὐκαίρως ἀκαίρως, ἔλεγξον, ἐπιτίμησον, παρακάλεσον, ἐν πάσῃ μακροθυμίᾳ καὶ διδαχῇ.
83	76	Paul	P3	γάρ	conjunction	2	33	ἔσται	verb	καιρὸς	noun	null	0	ἀνέξονται,	9	ἔσται γὰρ καιρὸς ὅτε τῆς ὑγιαινούσης διδασκαλίας οὐκ ἀνέξονται, ἀλλὰ κατὰ τὰς ⸂ἰδίας ἐπιθυμίας⸃ ἑαυτοῖς ἐπισωρεύσουσιν διδασκάλους κνηθόμενοι τὴν ἀκοήν, καὶ ἀπὸ μὲν τῆς ἀληθείας τὴν ἀκοὴν ἀποστρέψουσιν, ἐπὶ δὲ τοὺς μύθους ἐκτραπήσονται.
84	76	Paul	P3	ἀλλά	conjunction	10	25	ἀνέξονται,	verb	κατὰ	preposition	ἀνέξονται,	9	ἀκοήν,	20	ἔσται γὰρ καιρὸς ὅτε τῆς ὑγιαινούσης διδασκαλίας οὐκ ἀνέξονται, ἀλλὰ κατὰ τὰς ⸂ἰδίας ἐπιθυμίας⸃ ἑαυτοῖς ἐπισωρεύσουσιν διδασκάλους κνηθόμενοι τὴν ἀκοήν, καὶ ἀπὸ μὲν τῆς ἀληθείας τὴν ἀκοὴν ἀποστρέψουσιν, ἐπὶ δὲ τοὺς μύθους ἐκτραπήσονται.
85	76	Paul	P3	καί	conjunction	21	14	ἀκοήν,	noun	ἀπὸ	preposition	ἀκοήν,	20	ἀποστρέψουσιν,	28	ἔσται γὰρ καιρὸς ὅτε τῆς ὑγιαινούσης διδασκαλίας οὐκ ἀνέξονται, ἀλλὰ κατὰ τὰς ⸂ἰδίας ἐπιθυμίας⸃ ἑαυτοῖς ἐπισωρεύσουσιν διδασκάλους κνηθόμενοι τὴν ἀκοήν, καὶ ἀπὸ μὲν τῆς ἀληθείας τὴν ἀκοὴν ἀποστρέψουσιν, ἐπὶ δὲ τοὺς μύθους ἐκτραπήσονται.
86	76	Paul	P3	μέν	conjunction	23	12	ἀπὸ	preposition	τῆς	article	ἀκοήν,	20	ἀποστρέψουσιν,	28	ἔσται γὰρ καιρὸς ὅτε τῆς ὑγιαινούσης διδασκαλίας οὐκ ἀνέξονται, ἀλλὰ κατὰ τὰς ⸂ἰδίας ἐπιθυμίας⸃ ἑαυτοῖς ἐπισωρεύσουσιν διδασκάλους κνηθόμενοι τὴν ἀκοήν, καὶ ἀπὸ μὲν τῆς ἀληθείας τὴν ἀκοὴν ἀποστρέψουσιν, ἐπὶ δὲ τοὺς μύθους ἐκτραπήσονται.
87	76	Paul	P3	δέ	conjunction	30	5	ἐπὶ	preposition	τοὺς	article	ἀποστρέψουσιν,	28	null	0	ἔσται γὰρ καιρὸς ὅτε τῆς ὑγιαινούσης διδασκαλίας οὐκ ἀνέξονται, ἀλλὰ κατὰ τὰς ⸂ἰδίας ἐπιθυμίας⸃ ἑαυτοῖς ἐπισωρεύσουσιν διδασκάλους κνηθόμενοι τὴν ἀκοήν, καὶ ἀπὸ μὲν τῆς ἀληθείας τὴν ἀκοὴν ἀποστρέψουσιν, ἐπὶ δὲ τοὺς μύθους ἐκτραπήσονται.
88	76	Paul	P3	δέ	conjunction	2	13	σὺ	personal pronoun	νῆφε	verb	null	0	πᾶσιν,	5	σὺ δὲ νῆφε ἐν πᾶσιν, κακοπάθησον, ἔργον ποίησον εὐαγγελιστοῦ, τὴν διακονίαν σου πληροφόρησον.
89	76	Paul	P3	γάρ	conjunction	2	11	Ἐγὼ	personal pronoun	ἤδη	adverb	null	0	σπένδομαι,	4	Ἐγὼ γὰρ ἤδη σπένδομαι, καὶ ὁ καιρὸς τῆς ⸂ἀναλύσεώς μου⸃ ἐφέστηκεν.
90	76	Paul	P3	καί	conjunction	5	8	σπένδομαι,	verb	ὁ	article	σπένδομαι,	4	null	0	Ἐγὼ γὰρ ἤδη σπένδομαι, καὶ ὁ καιρὸς τῆς ⸂ἀναλύσεώς μου⸃ ἐφέστηκεν.
91	76	Paul	P3	δέ	conjunction	32	11	μόνον	adjective	ἐμοὶ	personal pronoun	κριτής,	29	null	0	τὸν ⸂καλὸν ἀγῶνα⸃ ἠγώνισμαι, τὸν δρόμον τετέλεκα, τὴν πίστιν τετήρηκα· λοιπὸν ἀπόκειταί μοι ὁ τῆς δικαιοσύνης στέφανος, ὃν ἀποδώσει μοι ὁ κύριος ἐν ἐκείνῃ τῇ ἡμέρᾳ, ὁ δίκαιος κριτής, οὐ μόνον δὲ ἐμοὶ ἀλλὰ καὶ πᾶσιν τοῖς ἠγαπηκόσι τὴν ἐπιφάνειαν αὐτοῦ.
92	76	Paul	P3	ἀλλά	conjunction	34	9	ἐμοὶ	personal pronoun	καὶ	adverb	κριτής,	29	null	0	τὸν ⸂καλὸν ἀγῶνα⸃ ἠγώνισμαι, τὸν δρόμον τετέλεκα, τὴν πίστιν τετήρηκα· λοιπὸν ἀπόκειταί μοι ὁ τῆς δικαιοσύνης στέφανος, ὃν ἀποδώσει μοι ὁ κύριος ἐν ἐκείνῃ τῇ ἡμέρᾳ, ὁ δίκαιος κριτής, οὐ μόνον δὲ ἐμοὶ ἀλλὰ καὶ πᾶσιν τοῖς ἠγαπηκόσι τὴν ἐπιφάνειαν αὐτοῦ.
93	76	Paul	P3	γάρ	conjunction	7	23	Δημᾶς	noun	με	personal pronoun	ταχέως·	5	αἰῶνα,	13	Σπούδασον ἐλθεῖν πρός με ταχέως· Δημᾶς γάρ με ⸀ἐγκατέλιπεν ἀγαπήσας τὸν νῦν αἰῶνα, καὶ ἐπορεύθη εἰς Θεσσαλονίκην, Κρήσκης εἰς Γαλατίαν, Τίτος εἰς Δαλματίαν· Λουκᾶς ἐστιν μόνος μετ’ ἐμοῦ.
94	76	Paul	P3	καί	conjunction	14	16	αἰῶνα,	noun	ἐπορεύθη	verb	αἰῶνα,	13	Θεσσαλονίκην,	17	Σπούδασον ἐλθεῖν πρός με ταχέως· Δημᾶς γάρ με ⸀ἐγκατέλιπεν ἀγαπήσας τὸν νῦν αἰῶνα, καὶ ἐπορεύθη εἰς Θεσσαλονίκην, Κρήσκης εἰς Γαλατίαν, Τίτος εἰς Δαλματίαν· Λουκᾶς ἐστιν μόνος μετ’ ἐμοῦ.
95	76	Paul	P3	γάρ	conjunction	7	11	ἔστιν	verb	μοι	personal pronoun	σεαυτοῦ,	5	διακονίαν,	11	Μᾶρκον ἀναλαβὼν ἄγε μετὰ σεαυτοῦ, ἔστιν γάρ μοι εὔχρηστος εἰς διακονίαν, Τυχικὸν δὲ ἀπέστειλα εἰς Ἔφεσον.
96	76	Paul	P3	δέ	conjunction	13	5	Τυχικὸν	noun	ἀπέστειλα	verb	διακονίαν,	11	null	0	Μᾶρκον ἀναλαβὼν ἄγε μετὰ σεαυτοῦ, ἔστιν γάρ μοι εὔχρηστος εἰς διακονίαν, Τυχικὸν δὲ ἀπέστειλα εἰς Ἔφεσον.
97	76	Paul	P3	καί	conjunction	11	7	φέρε,	verb	τὰ	article	φέρε,	10	βιβλία,	13	τὸν φαιλόνην, ὃν ⸀ἀπέλιπον ἐν Τρῳάδι παρὰ Κάρπῳ, ἐρχόμενος φέρε, καὶ τὰ βιβλία, μάλιστα τὰς μεμβράνας.
98	76	Paul	P3	γάρ	conjunction	21	6	λίαν	adverb	⸀ἀντέστη	verb	φυλάσσου,	19	null	0	Ἀλέξανδρος ὁ χαλκεὺς πολλά μοι κακὰ ἐνεδείξατο— ⸀ἀποδώσει αὐτῷ ὁ κύριος κατὰ τὰ ἔργα αὐτοῦ— ὃν καὶ σὺ φυλάσσου, λίαν γὰρ ⸀ἀντέστη τοῖς ἡμετέροις λόγοις.
99	76	Paul	P3	ἀλλά	conjunction	9	32	⸀παρεγένετο,	verb	πάντες	adjective	⸀παρεγένετο,	8	με,	23	Ἐν τῇ πρώτῃ μου ἀπολογίᾳ οὐδείς μοι ⸀παρεγένετο, ἀλλὰ πάντες με ⸀ἐγκατέλιπον— μὴ αὐτοῖς λογισθείη— ὁ δὲ κύριός μοι παρέστη καὶ ἐνεδυνάμωσέν με, ἵνα δι’ ἐμοῦ τὸ κήρυγμα πληροφορηθῇ καὶ ⸀ἀκούσωσιν πάντα τὰ ἔθνη, καὶ ἐρρύσθην ἐκ στόματος λέοντος.
100	76	Paul	P3	δέ	conjunction	17	24	ὁ	article	κύριός	noun	⸀παρεγένετο,	8	με,	23	Ἐν τῇ πρώτῃ μου ἀπολογίᾳ οὐδείς μοι ⸀παρεγένετο, ἀλλὰ πάντες με ⸀ἐγκατέλιπον— μὴ αὐτοῖς λογισθείη— ὁ δὲ κύριός μοι παρέστη καὶ ἐνεδυνάμωσέν με, ἵνα δι’ ἐμοῦ τὸ κήρυγμα πληροφορηθῇ καὶ ⸀ἀκούσωσιν πάντα τὰ ἔθνη, καὶ ἐρρύσθην ἐκ στόματος λέοντος.
101	76	Paul	P3	καί	conjunction	21	20	παρέστη	verb	ἐνεδυνάμωσέν	verb	⸀παρεγένετο,	8	με,	23	Ἐν τῇ πρώτῃ μου ἀπολογίᾳ οὐδείς μοι ⸀παρεγένετο, ἀλλὰ πάντες με ⸀ἐγκατέλιπον— μὴ αὐτοῖς λογισθείη— ὁ δὲ κύριός μοι παρέστη καὶ ἐνεδυνάμωσέν με, ἵνα δι’ ἐμοῦ τὸ κήρυγμα πληροφορηθῇ καὶ ⸀ἀκούσωσιν πάντα τὰ ἔθνη, καὶ ἐρρύσθην ἐκ στόματος λέοντος.
102	76	Paul	P3	καί	conjunction	30	11	πληροφορηθῇ	verb	⸀ἀκούσωσιν	verb	με,	23	ἔθνη,	34	Ἐν τῇ πρώτῃ μου ἀπολογίᾳ οὐδείς μοι ⸀παρεγένετο, ἀλλὰ πάντες με ⸀ἐγκατέλιπον— μὴ αὐτοῖς λογισθείη— ὁ δὲ κύριός μοι παρέστη καὶ ἐνεδυνάμωσέν με, ἵνα δι’ ἐμοῦ τὸ κήρυγμα πληροφορηθῇ καὶ ⸀ἀκούσωσιν πάντα τὰ ἔθνη, καὶ ἐρρύσθην ἐκ στόματος λέοντος.
103	76	Paul	P3	καί	conjunction	35	6	ἔθνη,	noun	ἐρρύσθην	verb	ἔθνη,	34	null	0	Ἐν τῇ πρώτῃ μου ἀπολογίᾳ οὐδείς μοι ⸀παρεγένετο, ἀλλὰ πάντες με ⸀ἐγκατέλιπον— μὴ αὐτοῖς λογισθείη— ὁ δὲ κύριός μοι παρέστη καὶ ἐνεδυνάμωσέν με, ἵνα δι’ ἐμοῦ τὸ κήρυγμα πληροφορηθῇ καὶ ⸀ἀκούσωσιν πάντα τὰ ἔθνη, καὶ ἐρρύσθην ἐκ στόματος λέοντος.
104	76	Paul	P3	καί	conjunction	9	18	πονηροῦ	adjective	σώσει	verb	null	0	ἐπουράνιον·	16	⸀ῥύσεταί με ὁ κύριος ἀπὸ παντὸς ἔργου πονηροῦ καὶ σώσει εἰς τὴν βασιλείαν αὐτοῦ τὴν ἐπουράνιον· ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων, ἀμήν.
105	76	Paul	P3	καί	conjunction	3	7	Πρίσκαν	noun	Ἀκύλαν	noun	null	0	null	0	Ἄσπασαι Πρίσκαν καὶ Ἀκύλαν καὶ τὸν Ὀνησιφόρου οἶκον.
106	76	Paul	P3	καί	conjunction	5	5	Ἀκύλαν	noun	τὸν	article	null	0	null	0	Ἄσπασαι Πρίσκαν καὶ Ἀκύλαν καὶ τὸν Ὀνησιφόρου οἶκον.
107	76	Paul	P3	δέ	conjunction	6	6	Τρόφιμον	noun	⸀ἀπέλιπον	verb	Κορίνθῳ,	4	null	0	Ἔραστος ἔμεινεν ἐν Κορίνθῳ, Τρόφιμον δὲ ⸀ἀπέλιπον ἐν Μιλήτῳ ἀσθενοῦντα.
108	76	Paul	P3	καί	conjunction	4	11	Εὔβουλος	noun	Πούδης	noun	null	0	null	0	Ἀσπάζεταί σε Εὔβουλος καὶ Πούδης καὶ Λίνος καὶ Κλαυδία καὶ οἱ ἀδελφοὶ πάντες.
109	76	Paul	P3	καί	conjunction	6	9	Πούδης	noun	Λίνος	noun	null	0	null	0	Ἀσπάζεταί σε Εὔβουλος καὶ Πούδης καὶ Λίνος καὶ Κλαυδία καὶ οἱ ἀδελφοὶ πάντες.
110	76	Paul	P3	καί	conjunction	8	7	Λίνος	noun	Κλαυδία	noun	null	0	null	0	Ἀσπάζεταί σε Εὔβουλος καὶ Πούδης καὶ Λίνος καὶ Κλαυδία καὶ οἱ ἀδελφοὶ πάντες.
111	76	Paul	P3	καί	conjunction	10	5	Κλαυδία	noun	οἱ	article	null	0	null	0	Ἀσπάζεταί σε Εὔβουλος καὶ Πούδης καὶ Λίνος καὶ Κλαυδία καὶ οἱ ἀδελφοὶ πάντες.
